,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year
1929,5,85,68237.79,5.638490484,13,0,0,22.37864487,124.960655,2353.856438
1930,2,47,23101.13,4.743877362,14,1,0,17.05603447,265.128318,2209.997412
1931,1,57,49323.19,7.869279288,11,1,0,2.48527604,169.944668,521.8726735
1932,2,51,32459.53,14.20149723,12,1,0,10.1127187,182.467607,1282.45127
1933,4,37,43765.92,13.38997772,11,0,0,11.59620573,137.487242,1283.266496
1934,3,32,91605.19,6.716026988,13,1,2,15.21980082,202.649979,2425.149963
1935,1,55,34978.09,7.275219163,12,1,0,10.19944078,225.145743,2017.858499
1936,2,69,115594.58,6.768420041,11,0,0,6.135854482,255.119794,1585.705665
1938,4,79,10349.38,10.42980353,17,1,0,2.24841574,184.963371,1115.319187
1940,4,26,23026.89,5.706642926,15,1,0,3.637134041,265.146969,1114.124252
1941,0,60,13719.94,7.560121916,12,2,1,9.660168743,152.462354,1510.790984
1942,0,69,47635.23,12.58527236,10,1,1,8.721771003,142.500692,1402.374111
1943,1,37,49270.7,13.29065491,9,0,1,24.37711744,204.961033,2463.393795
1944,2,65,8982.13,8.541648101,10,1,2,7.017918254,164.988941,943.490788
1945,0,70,30593.51,6.002354266,12,1,0,1.235589507,127.506726,296.9963678
1946,3,81,8507.14,8.089726776,8,1,0,3.892424053,124.97808,390.381346
1947,0,42,21084.49,6.413780429,20,1,0,21.6132385,127.473844,2467.669888
1948,3,55,99199.26,12.90458773,5,1,0,4.238632927,137.487242,590.602719
1949,4,21,32720.43,10.00892011,13,1,0,22.04436191,202.649979,3098.243332
1950,1,30,8228.16,13.57970425,18,1,0,1.770031252,230.134352,907.2442013
1952,3,81,96126.76,9.654031047,16,3,1,21.1307851,137.487242,1807.178649
1954,3,19,37816.75,9.249991739,16,1,0,16.56587766,114.983787,1645.259689
1955,1,41,20429.65,12.79582565,13,0,0,23.11577242,175.133074,2454.262177
1956,2,76,72927.6,11.23137848,15,2,0,8.355760951,172.457857,1031.509395
1957,2,70,12895.65,7.960834129,17,1,0,14.21751959,277.63748,1906.330177
1959,1,41,84185.38,6.771136717,9,2,1,10.99607752,159.951231,1120.873005
1961,2,54,45577.26,7.754485939,13,2,0,8.205103396,229.993134,1288.925148
1962,1,57,19992.77,6.899189425,17,1,0,9.878308737,162.460772,1647.420385
1963,4,72,38137.48,9.296497381,13,2,0,3.27055489,139.983006,911.5267548
1964,2,48,17762.55,15.78937082,9,0,0,13.59949293,92.455141,1587.688033
1965,1,46,18493.34,9.278437133,16,1,0,7.757685471,222.628057,1772.090821
1966,0,41,43296.9,11.98468923,16,0,0,10.98734966,247.664655,2079.818241
1967,1,64,17172.32,10.209012,16,3,1,7.98560378,162.45383,1367.4247
1968,0,62,27687.94,11.87237678,11,0,0,3.391969552,207.609354,738.5002845
1969,0,44,29613.46,8.985344623,10,0,0,6.393598693,172.470522,1269.403112
1970,1,86,20926.46,3.577496502,13,0,0,19.13168856,137.461553,1729.615672
1971,0,36,9758.3,7.552930534,15,0,1,10.98841039,169.967067,1267.471074
1972,3,66,24805.02,8.856522955,13,2,0,1.268992493,240.114868,715.7384607
1973,3,54,31324.12,11.21140731,13,2,1,11.23691953,164.978458,1905.350528
1974,1,63,45562.92,9.844484181,13,1,0,14.64298089,184.978458,1597.578464
1975,1,59,35226.26,9.577623408,18,0,0,12.57273206,204.979684,1348.141984
1976,0,65,54561.94,7.083133504,12,0,0,4.266309981,149.97755,615.1161821
1977,1,48,9202.1,7.979875858,18,1,0,14.51274009,164.971516,2029.905606
1978,1,49,27720.0,12.17826323,9,2,1,16.01233793,129.977753,2010.958936
1980,2,87,83416.9,14.05737023,10,3,0,5.947501617,184.963371,1330.615859
1981,0,60,67448.07,15.63302492,11,1,0,26.68008793,152.479779,2552.12106
1982,0,82,17105.07,8.556630945,7,0,0,24.77325806,179.947583,2234.450325
1983,0,45,48915.51,10.51538905,12,1,1,8.856546048,162.465269,1457.990407
1984,2,44,32992.62,10.28022332,12,2,0,6.12261616,119.95684,1263.008234
1985,5,19,45631.91,6.980525959,13,0,0,8.69123648,169.937833,1299.240934
1986,3,37,26049.03,14.69431857,15,2,1,7.443067222,174.975543,1190.580006
1987,0,19,9545.58,7.846044789,10,0,0,4.30774917,192.440432,811.9419618
1988,1,70,24717.71,10.7511092,15,2,1,1.277136149,147.460067,246.039373
1989,0,51,28162.54,7.901812987,11,1,0,1.722680046,142.515576,457.8089454
1990,0,71,33318.12,8.398877174,12,2,0,6.217715978,255.155493,1125.77426
1991,3,30,56817.96,11.02277295,17,2,0,5.412980331,182.446995,937.3165462
1992,1,27,15762.57,11.55209722,16,2,0,21.67433467,182.467607,2230.633867
1993,0,36,16584.03,8.366713908,17,0,0,3.99171522,185.007692,854.52613
1994,2,76,3666.35,12.12132108,15,1,0,20.93887792,199.990219,2674.568338
1995,1,47,34264.02,6.259396187,14,1,2,5.794641025,119.989722,786.3429747
1996,0,26,20680.56,11.98417084,11,1,1,14.91152829,174.958118,2193.593711
1998,0,34,13655.62,10.34140063,12,0,1,6.093194674,217.472533,1045.580948
1999,0,56,23805.49,7.625104,12,0,0,10.28304,150.0208,1144.770736
2000,3,44,74915.44,10.27858,13,0,0,10.50826,242.6573,1724.050425
2001,1,62,17386.0,4.808304,7,2,0,1.229945,204.961,570.9128348
2002,0,39,8809.37,12.27326,9,2,0,13.29584,139.9568,1392.096076
2003,0,29,29856.65,10.09367,11,0,0,2.105603,129.9915,904.795841
2004,5,49,84914.28,11.20146,13,2,0,7.976237,242.6326,1410.771138
2005,0,18,19789.59,4.681246,10,2,0,1.293553,144.9607,278.4405252
2006,4,19,19091.73,11.99276,12,0,1,5.982479,275.1336,1418.914101
2007,1,43,30898.32,7.713017,12,1,0,1.26105,235.1372,1206.875735
2008,3,28,60536.56,9.013523,16,1,1,7.698157,177.4945,1683.821351
2009,3,86,65062.28,8.44455,10,0,1,2.175619,139.965,888.7773914
2010,4,70,10305.73,9.749636,13,0,0,9.390135,162.4608,1574.866243
2011,1,79,36381.36,12.46495,16,1,0,20.16124,130.0064,1903.284724
2012,3,84,23978.67,8.4926,14,3,0,8.433722,172.4579,1042.452905
2013,8,46,68557.22,12.91472,10,0,1,3.081551,169.9378,843.4262718
2014,8,29,16367.17,6.006898,14,0,1,18.2156,184.9634,2710.705946
2015,5,55,10315.72,13.15703,7,0,0,14.80885,172.4885,2097.707886
2016,4,86,40783.52,7.346236,10,1,1,3.151239,245.1457,970.5121325
2017,3,26,19920.22,9.531669,15,2,0,16.81532,230.1051,2095.701636
2018,2,79,80176.6,10.62558,16,0,0,1.954899,252.624,655.8025029
2019,2,72,8803.4,12.42693,8,0,2,5.111408,192.4567,722.0796766
2020,1,34,76063.08,9.885262,14,1,1,11.42056,117.4392,1623.908651
2021,1,45,50159.71,14.12411,15,0,1,8.954465,172.4404,1551.718247
2022,0,31,29467.49,9.108143,7,2,0,7.387825,162.4608,1411.701061
2023,1,20,28790.92,7.737367,12,2,0,3.943222,139.9816,822.774438
2024,3,80,44485.5,9.905191,14,0,2,10.47338,104.9781,1428.669992
2025,6,77,40939.24,12.07642,13,2,1,4.773251,232.6378,1557.79907
2026,1,44,61142.96,9.643592,15,2,0,4.510318,137.4836,1068.481652
2027,8,73,72734.86,9.596264,9,0,2,3.843142,167.4847,1349.319824
2028,1,45,74948.35,10.95793,11,2,1,11.38469,275.1336,1731.015044
2029,1,53,45693.25,14.54552,11,2,0,7.178731,132.4798,1421.45141
2030,3,20,25686.47,8.591792,6,1,0,3.434965,169.9447,782.5670721
2031,4,85,3640.46,5.837482,11,1,0,11.93639,104.9643,1399.828665
2032,3,28,68631.52,6.146665,10,1,2,2.155733,114.9728,411.9057225
2033,3,68,55306.54,8.904816,13,3,0,4.600655,159.965,733.0007061
2034,7,18,32058.65,8.965014,14,0,0,7.376158,149.9378,1669.828557
2035,8,82,98366.83,8.360793,13,0,0,4.573172,152.509,939.7724617
2037,0,29,68487.6,10.62793,11,3,0,9.84106,212.6557,1501.582551
2038,1,54,10879.84,8.215309,12,0,0,6.204958,104.9629,717.4865643
2039,4,67,29149.35,9.117724,10,1,0,8.962444,172.4579,1172.296779
2040,0,28,20185.24,10.83199,6,0,0,23.24675,159.9349,2309.357899
2041,1,84,43121.53,13.33801,12,0,1,8.716735,144.9607,783.3606694
2042,1,68,53952.59,11.02404,7,1,0,11.71454,277.6513,1757.837077
2044,1,21,101907.8,9.485065,11,0,1,2.051002,242.6143,845.0925039
2045,1,44,24218.05,8.256042,12,2,1,25.17478,160.0013,2341.106117
2046,0,54,32075.69,11.47946,10,0,0,19.50558,174.9755,2077.919709
2048,0,48,39939.55,12.20892,11,2,1,7.793232,117.4392,1297.061633
2049,1,51,34531.07,10.73901,9,0,0,13.37596,230.1051,1670.352435
2050,4,60,14646.58,16.47207,13,1,0,11.5352,172.4567,1680.552794
2051,0,50,630.24,9.50503,13,0,0,6.025694,152.4798,892.5309234
2053,1,44,7591.68,10.40481,11,2,0,8.082833,149.9776,980.4160232
2054,1,82,9829.71,8.98954,8,0,0,2.654262,192.4404,500.6893216
2055,2,29,6923.8,7.872117,19,1,1,2.104985,117.4858,626.494018
2057,4,44,18610.56,10.65375,11,1,0,31.32024,107.4806,3022.776148
2058,1,68,22745.33,5.006946,14,0,1,21.03542,102.4746,1784.938558
2059,2,75,14987.31,12.89594,14,1,0,3.465896,232.624,1206.219227
2060,2,31,54531.53,9.127013,11,1,0,12.4962,222.6281,2193.26463
2061,4,78,22067.94,10.76672,14,1,0,13.63369,214.9663,1554.801608
2062,0,64,10440.87,6.855385,17,3,0,11.75027,127.4421,1485.647596
2063,4,46,38257.1,10.44859,8,0,0,10.32943,139.9816,1400.209666
2064,1,23,8626.93,13.16243,10,1,0,8.333131,172.4624,1187.710162
2065,1,77,41169.69,11.49389,12,0,1,9.602383,257.6513,1968.75769
2066,3,63,51251.22,10.41256,7,1,0,22.37984,169.9447,2146.833629
2067,0,32,53267.14,8.197798,14,0,0,9.061231,172.4579,1172.004801
2069,1,46,67172.04,11.07391,16,1,1,12.85483,142.4526,1918.333346
2070,3,55,15872.85,11.70709,15,1,0,5.430488,207.6386,1045.733553
2071,1,60,26385.01,8.478086,15,1,0,5.26792,124.9781,592.6545248
2074,2,26,52199.89,9.1274,12,0,0,2.499923,117.4872,843.6406855
2075,4,32,44236.12,8.489595,7,1,0,8.084289,184.9853,1315.312803
2076,5,67,48112.75,13.10202,11,2,0,7.978289,92.5018,832.638565
2077,8,67,16944.5,4.407474,18,1,1,11.61721,252.624,1671.56323
2078,1,36,60384.01,11.50735,13,0,1,26.27061,114.9838,2405.424259
2079,1,68,116572.3,9.548649,13,1,0,9.881597,220.1323,1366.505082
2080,3,67,10516.36,10.82715,9,1,1,4.969544,194.9663,1345.940597
2081,2,67,41867.94,12.10717,8,2,1,14.86711,137.4392,1415.406657
2082,0,52,16827.22,7.598834,12,0,0,12.47887,200.1652,1558.262612
2083,2,77,86877.95,14.83322,14,0,1,2.958575,162.4827,531.0770713
2084,1,36,45268.54,11.68917,13,2,2,9.955486,129.9778,1557.295826
2085,1,48,60555.18,13.27431,11,0,1,17.08264,149.9447,2160.951234
2086,0,25,21951.91,7.554437,18,0,0,12.12823,194.9744,1464.752497
2087,3,63,15468.51,2.017746,15,0,0,9.832835,152.5104,1583.398883
2088,1,19,10120.05,4.271704,12,0,0,3.737401,240.1149,1010.521133
2089,0,39,2715.32,7.706983,18,1,1,4.791566,147.4564,1085.979242
2090,4,44,100861.7,11.24791,11,0,1,22.04122,192.4705,2261.179586
2091,2,47,27938.89,12.9485,17,1,1,6.86392,104.9781,1128.042592
2093,8,19,48821.75,11.382,11,1,0,3.744207,117.4858,978.3026986
2094,8,70,29246.74,9.080608,11,1,2,7.809364,152.4624,1572.631084
2095,1,72,61915.61,10.74621,13,2,0,30.1778,230.1051,2978.208092
2096,5,34,115414.9,10.7843,14,3,1,5.66162,172.4705,1478.422099
2097,4,76,38228.16,14.23673,15,0,0,11.50316,232.6378,2050.942844
2098,3,30,17492.71,9.977086,13,2,0,6.818283,217.484,1280.44084
2099,1,60,19410.35,13.37836,12,2,0,10.48149,164.9785,1679.924727
2100,4,59,4425.26,9.711712,11,0,0,5.459489,172.5104,773.1752584
2101,0,60,13909.89,15.13968,7,3,0,6.363764,159.9642,845.9832801
2103,0,36,65731.64,11.39908,15,1,0,11.07943,127.4421,1522.482247
2104,0,57,13929.56,15.04815,14,1,0,13.0511,240.1149,1571.238893
2105,1,49,41181.43,12.38804,14,2,0,18.381,202.4433,1943.652184
2106,1,83,30997.05,9.25069,18,0,0,11.87278,107.4958,1464.845197
2107,5,77,53235.48,5.432771,13,1,0,8.182907,172.4871,1178.372362
2108,3,29,34098.95,7.228889,13,0,0,6.765777,137.4684,978.9249944
2109,1,62,38302.75,13.2422,8,1,1,12.31839,142.4526,1821.920781
2110,1,84,34604.65,9.493989,10,0,0,5.173292,232.6378,1366.649837
2111,3,44,23646.52,5.512588,14,2,0,6.23273,172.4441,912.4311552
2112,3,37,101807.8,9.767021,13,2,2,4.252913,242.6143,995.5630984
2113,7,19,48531.85,5.985983,13,0,0,10.99952,220.1478,1794.594938
2114,5,78,103435.7,10.72873,14,2,0,7.831744,159.9942,1016.19707
2115,4,83,7521.18,17.82109,11,0,0,8.944195,174.991,1231.728594
2116,4,41,6740.05,8.173993,11,2,0,19.72758,252.6378,2426.091797
2117,2,23,78026.55,2.902962,13,1,0,5.003409,197.6288,1106.910603
2118,3,53,9790.18,11.13286,10,0,1,11.53174,174.9768,1840.767702
2119,4,67,40978.57,8.762474,14,1,0,14.29414,242.6326,1838.646452
2120,0,88,83234.64,8.055983,7,0,2,28.28911,182.4538,2461.030222
2121,2,77,29681.02,11.47448,9,2,0,27.98865,104.9643,2679.775265
2125,3,57,21482.85,13.09285,9,0,0,16.6564,172.4441,1770.955679
2126,4,36,42345.0,7.706837,12,0,0,8.275832,237.6549,2019.213435
2127,0,69,40134.85,8.568928,13,3,1,1.789614,207.4673,568.2599017
2128,8,30,54713.59,11.4707,18,1,1,5.943865,159.965,1039.286045
2129,3,44,68269.35,12.54175,15,1,0,11.4255,192.4404,1452.597026
2130,0,25,22823.11,9.521566,16,1,1,29.35795,277.6375,3232.873635
2131,3,31,61362.22,13.1638,12,1,1,3.543665,149.9447,1121.849069
2132,1,64,36887.34,11.78195,16,2,0,1.75453,220.1323,713.7053321
2133,3,48,50354.57,9.011534,15,1,0,19.87069,149.9378,2472.105638
2135,0,22,67252.64,7.576687,14,0,0,7.658218,277.6375,1417.62647
2136,1,57,35925.24,8.398662,11,0,0,2.465822,242.6326,809.8918631
2137,1,23,25895.26,8.494806,8,1,0,8.353798,139.9568,1117.452708
2138,1,52,31637.52,12.46389,18,1,0,9.37017,255.1372,1428.317482
2139,3,69,84810.48,15.98748,12,0,0,3.362461,127.4887,545.9811422
2140,3,61,18708.42,9.543086,15,1,0,8.394454,184.9496,1566.320356
2141,1,84,68822.79,3.866889,15,1,0,2.432366,107.4958,688.0396207
2143,0,67,50160.82,8.386358,12,0,0,13.17391,127.4958,1179.636227
2144,1,40,22622.48,14.93471,12,0,0,1.375567,235.1591,840.8676674
2145,8,37,53358.81,13.19778,9,0,2,24.34252,202.6362,3276.40737
2146,1,29,30303.35,14.58236,16,2,0,2.301376,225.1457,1408.898779
2147,2,23,27135.0,10.01972,8,2,0,16.64818,92.45514,1923.285458
2148,1,36,21345.51,8.245298,13,0,1,4.564096,149.9378,1113.404715
2149,8,76,22626.3,14.78858,18,0,0,5.29727,132.466,1326.549878
2151,1,51,42912.49,8.992821,12,2,1,6.03955,124.9781,685.3879681
2152,1,25,4855.88,17.03765,11,1,1,4.749684,124.9607,982.9569892
2153,0,40,30543.93,8.376945,13,3,0,21.61867,144.9607,1871.706612
2154,8,30,19284.89,13.3061,11,1,0,15.51194,222.65,2196.073405
2155,4,19,44107.0,17.14612,12,1,0,1.319201,107.4806,646.5215872
2156,2,21,32849.77,6.618072,12,0,0,8.66647,160.0013,1094.644005
2157,0,65,4795.94,10.61107,8,3,0,2.748652,235.1591,840.6246629
2158,0,51,44034.11,5.574893,9,1,0,2.830635,240.1149,753.4677251
2159,1,86,55836.3,10.29493,9,1,0,5.423869,184.9496,1179.381802
2160,1,52,7321.37,8.805561,9,1,0,12.09638,222.6326,2028.886621
2161,1,68,70673.64,13.65356,9,1,1,7.117565,117.4686,1133.237154
2162,1,89,62998.7,12.10685,11,0,1,6.575242,159.9349,727.0646246
2164,2,33,26284.13,13.22236,7,0,0,7.890163,210.127,1291.871722
2165,3,58,64117.45,10.7445,8,0,0,1.230987,147.4713,394.202773
2166,3,65,23691.5,6.488715,14,0,1,1.650984,247.6647,1328.483312
2167,1,86,17274.61,14.3374,6,2,1,5.237873,197.4725,1249.287563
2168,0,80,52089.36,14.15632,11,3,1,17.13556,194.9882,1693.253857
2169,1,86,44186.7,16.57893,14,0,1,3.708394,162.447,883.6816755
2170,0,44,102090.5,6.212355,12,0,0,5.582839,200.1465,1146.224262
2171,8,45,39569.58,9.330391,12,1,0,16.02992,117.4835,1806.59355
2172,0,53,4033.46,8.615047,14,2,2,3.523461,197.484,1173.915894
2173,2,35,11970.69,12.02949,13,1,1,7.535729,114.9658,965.7588051
2174,0,60,18205.32,12.47818,13,2,1,9.759887,172.4733,1175.631327
2175,2,71,26012.53,6.751421,11,2,1,30.7698,117.4835,2744.394944
2177,0,46,24728.28,9.452414,10,1,1,6.739405,245.175,1344.476361
2178,1,64,47079.18,13.7331,11,2,0,3.383778,207.6094,762.0564475
2180,6,21,35022.32,8.976742,9,0,0,1.900671,124.9781,516.253628
2181,3,26,27252.38,13.47294,12,0,0,6.074592,220.1478,1197.913731
2182,0,75,72603.49,12.66401,13,1,1,16.04075,134.9509,1321.951163
2183,0,81,1179.53,11.14827,13,2,0,21.58352,202.4433,1988.072662
2184,4,27,78989.36,15.51053,11,1,1,10.46977,159.9349,1341.803325
2186,4,19,65762.88,11.69911,16,0,0,17.55138,194.9525,2484.205678
2187,1,47,42200.98,14.23604,16,1,0,7.675218,174.9581,1515.545459
2188,0,81,3456.77,9.462635,11,1,0,8.907101,222.6326,1641.698648
2190,0,83,104548.7,8.692293,11,0,1,4.836004,117.4872,786.6024394
2191,0,22,36224.99,10.34418,13,0,0,7.109947,107.482,1245.2646
2192,1,59,52409.75,10.99266,12,1,2,17.98438,159.9476,2197.871959
2194,0,81,25761.05,10.5339,12,2,0,2.180679,162.4538,805.2602253
2195,2,26,61145.59,9.096999,3,1,1,2.201845,167.4564,482.1944216
2196,1,67,91825.37,12.69755,7,2,0,4.418468,137.4836,985.5470101
2198,1,24,18445.73,16.79023,14,1,0,14.1687,245.1457,2031.234186
2200,1,26,45814.19,9.418504,12,3,0,10.7285,124.9607,1469.569398
2201,0,80,49276.44,5.081352,11,0,1,4.028152,172.4742,558.7166007
2202,1,89,98189.95,11.03899,15,1,0,26.74209,245.147,3121.880615
2203,8,19,24364.42,12.77923,11,1,0,4.029419,137.4836,1244.250467
2204,6,20,18199.63,9.061046,13,0,0,19.68549,200.1185,2766.730566
2205,2,60,38683.31,12.90631,14,0,1,6.17382,194.9744,841.3922748
2206,1,86,18593.16,10.30058,11,1,1,3.990716,134.9509,411.6028202
2207,2,35,21302.74,9.867501,17,1,0,11.90634,172.4733,1495.042007
2208,3,47,16752.3,13.05828,13,0,0,7.394788,265.1283,1449.160419
2210,0,41,75769.12,5.946073,19,1,0,8.696181,112.4551,737.6363933
2212,1,28,65499.28,9.965158,14,1,0,20.43585,134.9801,2021.193572
2213,2,40,38914.87,9.078682,18,1,1,2.707119,187.5139,885.2339594
2214,7,60,44522.71,10.27753,14,1,0,6.280617,92.45514,1106.403216
2215,1,61,13622.45,8.051613,11,1,0,7.458443,214.9525,931.3751448
2216,3,70,26894.86,10.03504,15,3,0,4.465592,232.6378,1463.186559
2217,0,39,33598.53,13.12078,10,1,0,12.63822,159.9805,1385.435891
2218,1,32,4032.31,7.144377,13,0,0,13.14986,182.4676,1515.763354
2219,0,28,32731.53,13.23481,12,1,0,25.69631,225.1457,3298.322775
2220,2,29,33578.92,7.548639,14,0,0,3.089663,149.9778,634.9659165
2221,0,83,58563.96,9.182092,8,1,0,7.94384,144.9607,610.2392527
2222,3,73,60432.79,10.72004,16,0,0,13.31739,117.4872,1606.689609
2223,2,33,9774.33,11.48171,14,0,2,10.57654,162.4676,1792.965757
2224,3,46,60537.01,9.320336,12,0,0,10.37052,182.4433,1772.190486
2225,0,66,72382.94,2.096375,10,1,0,3.478065,147.4564,889.8305751
2226,3,45,24324.5,9.195938,11,1,0,10.36313,172.4567,1685.196727
2227,4,33,37615.69,17.80133,10,2,1,10.269,242.6326,1620.308367
2228,2,24,36024.36,8.466816,13,1,0,9.526371,139.9816,1297.915797
2229,6,49,11247.19,11.11393,9,0,0,10.39421,129.9621,1776.755229
2230,0,59,8233.96,11.18965,14,0,2,10.32825,187.6094,1683.120743
2231,1,19,48228.96,15.47441,13,1,1,13.85765,242.6281,1946.937264
2232,4,70,16662.12,7.201032,12,1,0,4.338536,172.4404,1230.940963
2233,2,48,35433.48,12.099,12,2,0,8.492867,137.4616,1013.266498
2234,4,74,34422.88,5.908518,14,3,1,2.649474,184.9634,1164.574248
2235,4,32,25712.78,7.390473,11,0,0,18.5303,220.1185,2157.669912
2236,0,52,70459.21,14.7789,10,0,2,4.970731,235.1372,1450.54664
2237,0,58,33109.91,8.727294,13,0,1,2.493434,127.482,249.3579815
2238,0,44,18086.0,12.92213,9,0,0,25.26752,159.983,2351.365618
2239,4,83,43598.48,11.57569,17,0,2,3.020801,129.995,590.380115
2240,2,76,1476.14,11.3061,12,2,0,4.905018,192.4404,782.6217803
2241,1,81,52085.92,10.44399,12,1,0,1.198203,169.9378,276.5777606
2242,0,66,24165.59,7.739305,7,0,0,1.366478,210.127,634.6246024
2243,2,28,21391.97,10.66234,10,0,1,8.492902,207.4754,1653.756383
2244,0,83,52417.3,11.16641,18,1,0,5.26283,127.4738,993.5285482
2245,5,60,44650.63,5.521606,13,1,0,2.734669,174.9882,1228.5527
2246,1,18,36555.15,10.8684,14,2,1,7.533801,172.5034,1151.972963
2247,4,63,38794.93,10.52082,11,0,1,12.02081,149.9707,1401.33731
2248,2,57,45161.45,13.64856,14,0,1,2.548892,190.127,1236.080387
2249,1,48,6975.47,10.50011,14,1,0,3.459881,149.9741,971.0579616
2251,3,77,18868.46,11.51957,15,2,0,27.73225,192.4705,2588.510628
2252,8,77,80750.15,7.126864,14,3,0,15.13792,182.4433,2128.992056
2253,0,71,5846.29,10.3617,16,2,0,3.374565,139.9349,906.5332012
2254,3,74,18527.27,17.24567,17,1,1,6.791156,179.9476,797.3327965
2255,0,39,15635.66,8.163008,14,1,0,1.703799,127.4421,744.427424
2256,0,45,12233.26,7.309462,13,2,0,5.229738,102.4746,534.4791223
2257,2,23,33976.92,8.742106,10,0,0,1.4946,255.1555,1004.770111
2258,0,33,6288.9,10.92378,10,0,0,12.51454,129.9926,1398.226038
2259,1,78,11520.48,15.30999,9,1,0,12.85929,169.9447,1303.045672
2260,5,64,16359.9,11.10706,14,1,0,12.72079,137.4392,1388.786045
2261,2,62,33860.71,6.320917,18,2,0,4.066925,129.9926,590.2497674
2262,3,26,41037.45,8.003539,11,0,0,19.98033,207.6094,2261.0457
2263,1,25,32479.8,12.1254,11,1,0,11.53977,182.4676,1453.840704
2265,2,21,11075.25,15.50087,18,1,0,10.77918,262.6106,1658.673224
2266,3,62,17947.55,7.569971,14,0,0,7.667371,235.1591,1345.843812
2267,3,74,20698.04,9.71297,19,1,1,25.32558,277.6513,2914.993204
2269,4,26,16592.25,7.090931,15,2,0,7.80313,142.4827,1652.589596
2270,1,86,43824.26,9.086285,7,0,0,7.944389,212.6557,1237.129631
2271,0,18,81110.33,11.55219,14,1,0,2.977062,139.965,1002.753144
2272,2,79,14493.59,13.49337,14,0,0,6.403857,235.1372,1588.073926
2275,1,18,2995.33,9.331181,3,1,1,16.16886,270.1604,2657.509636
2276,1,57,6707.83,10.60544,13,0,1,6.542299,127.475,785.7678294
2277,1,51,12076.88,5.306158,16,0,0,17.66747,92.45514,1966.502807
2278,3,35,81564.77,12.9755,12,3,0,5.63873,159.965,843.9673513
2279,2,25,28965.25,9.708487,9,0,0,9.307673,167.4564,1067.709253
2280,0,57,44819.67,14.67669,11,1,1,4.582941,219.9902,921.6285886
2281,0,82,29906.71,6.924593,8,0,0,7.755991,242.6326,1177.660151
2282,2,29,14406.17,9.660222,10,1,1,9.557096,157.4698,1067.650921
2283,0,58,46986.55,5.711911,13,1,1,5.219974,149.9778,570.5832494
2286,2,74,26838.78,10.74227,7,0,0,9.049865,194.9992,1217.367061
2287,4,21,66758.56,8.941573,12,1,0,5.596602,164.967,1465.141784
2288,0,67,91903.25,9.877819,11,2,0,3.908371,104.9781,841.0151958
2289,0,43,41398.21,12.62231,16,1,0,1.739449,152.4579,949.5030179
2290,1,46,53245.7,12.51589,10,0,1,6.002744,194.9581,968.2908707
2291,1,26,7011.67,5.255272,11,1,0,24.42176,162.4526,2471.127552
2292,0,47,19387.14,11.56658,14,1,0,3.197618,160.0013,499.7241703
2293,5,86,18450.35,9.35093,11,0,0,3.180149,114.9976,553.4713761
2294,3,26,113438.3,5.050186,12,2,0,6.981941,159.9794,1403.290023
2295,0,32,34247.55,17.74402,11,0,0,14.7857,210.1051,2230.867361
2297,2,48,28861.44,11.95606,11,1,0,8.079294,245.132,1403.556394
2298,2,43,31221.21,6.139202,11,1,0,9.487121,265.147,1523.207235
2299,2,83,63900.46,11.6577,9,0,0,7.409149,92.5018,641.192229
2300,1,85,7514.44,10.25643,14,1,0,5.111421,172.4555,655.4787829
2301,3,38,22570.85,11.96338,8,0,0,4.770815,245.147,1550.381641
2302,0,67,1980.3,9.299708,13,0,0,2.65459,202.4433,479.1497047
2303,1,55,50428.1,9.962708,13,0,1,13.71891,225.1457,2259.182707
2304,2,53,34994.57,7.96371,10,1,1,12.69435,194.9768,1444.696816
2305,3,52,63289.55,5.566561,15,1,0,6.324505,104.9629,842.4625146
2306,3,63,55474.66,7.473832,10,0,1,14.80965,117.4872,1844.034359
2307,3,29,20821.39,11.2307,11,2,1,13.8206,119.9568,2020.782911
2308,0,81,2991.27,9.700795,13,0,0,2.130946,245.147,1147.794876
2309,1,82,22935.07,13.04796,18,0,0,5.885148,179.9476,635.2980162
2311,1,68,54639.21,7.711119,9,0,1,3.112447,160.0122,560.0748491
2312,3,53,11926.59,8.06957,14,2,0,6.816014,257.6375,1799.882577
2313,3,49,46256.13,4.131287,16,1,1,7.367806,154.9919,1515.049953
2314,0,33,56003.0,9.257301,11,0,0,21.08084,207.4811,2300.741445
2315,1,49,6754.78,9.73327,16,0,0,13.15232,134.9509,1201.308416
2316,6,43,38691.98,8.719019,10,1,0,1.270546,124.9607,792.7917972
2317,4,69,14924.39,5.353483,12,1,0,16.56118,167.4847,2281.384323
2318,2,19,18088.03,8.008225,15,2,0,12.21802,187.656,1749.384846
2319,2,87,20648.53,5.099569,16,0,0,6.137692,139.9792,767.624909
2320,3,22,34628.88,10.37097,10,2,1,12.82428,159.965,1557.64411
2321,1,70,54250.18,7.828963,10,1,1,7.458099,172.4871,1065.848768
2322,4,80,111971.9,9.527541,12,0,1,1.397042,149.9483,295.9085258
2323,3,60,34515.01,7.908108,8,1,0,14.98386,257.6375,2446.187988
2324,0,58,9352.62,13.19755,13,3,1,19.75809,104.9643,2006.106282
2325,1,32,27727.0,10.17344,9,0,1,12.27217,132.5127,1498.47689
2326,1,40,26064.31,7.160613,12,2,0,9.23286,255.1198,1903.763394
