Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,DummyChurn,DummyGender,DummyTechie,DummyTechSupport
20940,4,64,71721.17,14.71733435,14,3,1,14.23594392,169.944668,1507.046722,0,0,0,0
18674,0,21,45734.73,7.051157559,13,0,0,3.883156675,200.118516,1330.988714,1,1,0,1
16897,2,72,22070.09,16.15922157,13,2,0,4.891651665,130.024412,644.4955303,0,0,0,1
1015,5,23,42479.0,8.229564778,11,1,0,5.812856338,159.964152,1076.076012,0,0,0,0
754,3,37,31781.03,9.016531101,11,0,0,1.67735795,159.951231,432.0011277,0,0,0,1
2557,3,24,47256.46,9.066791953,16,0,1,10.55675189,192.470522,1437.241364,1,1,0,0
128,3,40,122844.86,15.15312675,12,2,2,10.08691319,124.964303,951.5458256,0,0,0,1
534,2,32,81622.91,9.04153153,6,0,1,12.48678964,200.165175,1733.107782,0,1,0,1
955,3,59,52687.01,11.44953763,20,2,0,9.553290527,245.145743,1599.874839,1,1,0,0
1543,1,44,21817.19,9.215937432,17,2,0,6.307898491,159.951231,726.8978219,0,0,0,1
127,1,60,38135.76,8.071539004,13,1,0,7.195646567,134.980139,831.4033785,0,1,0,0
1142,4,56,28438.52,10.1125551,12,1,1,15.15825465,175.133074,1798.360928,1,0,0,0
975,3,23,22561.45,10.62160932,10,1,2,22.56250894,220.114868,3014.958938,1,1,0,0
109,0,24,13935.17,12.24888394,15,1,0,2.619468979,162.468917,534.6671843,0,0,0,1
17389,0,85,15433.62,13.41929614,12,2,0,7.321650003,112.484375,552.7011071,0,0,0,0
22529,2,55,57281.66,5.762293362,10,2,1,3.469955007,242.628057,961.4921994,1,0,0,0
878,4,52,48038.44,9.5872321,10,3,0,17.88183906,114.965789,1737.043258,1,0,0,0
10842,3,45,55370.33,13.11354412,14,0,0,7.59915732,182.483267,972.4555268,0,0,0,1
560,3,24,31003.45,9.234299939,11,1,0,12.71183755,255.133571,2383.673575,1,1,1,0
22273,2,32,55523.0,10.21011328,11,3,0,3.868738215,169.937833,686.8335296,1,0,1,0
2653,8,18,15782.0,7.592089883,13,0,0,6.642819537,129.959755,1539.452153,0,0,0,0
447,0,73,47596.81,9.923698853,14,1,0,3.871799525,252.62403,770.971694,0,0,0,1
6289,3,87,11565.2,10.35922638,14,1,0,2.288223389,245.174977,937.6860638,1,0,0,0
1204,4,62,24216.4,13.09191109,14,1,0,9.331730104,132.466002,1579.887065,0,1,0,1
2474,1,82,10429.51,8.102739551,13,1,1,17.01228541,222.632554,2294.265591,1,0,0,0
344,3,71,34905.9,13.49890874,11,0,0,4.556801333,165.018175,871.9497737,0,1,0,1
20926,1,71,97462.46,12.05972869,13,0,0,1.522691557,127.442069,737.7421962,0,1,0,0
1800,0,55,39746.81,8.242313408,15,2,0,2.988653862,152.495236,571.3635369,1,0,1,1
41,2,61,41817.73,5.326776882,12,2,0,9.821119931,139.965008,1566.414462,0,1,0,0
911,3,41,17888.07,14.62580855,6,1,0,2.495010749,129.948316,935.5106086,1,0,0,1
3814,4,54,30398.93,10.79945853,10,1,0,4.452382314,144.988941,1244.404963,0,0,0,1
19215,0,53,8657.1,10.75378608,12,1,1,3.847102787,149.992756,875.8840004,1,0,0,1
62,2,69,9106.57,12.29278948,4,2,0,21.13118502,184.979684,2543.181756,1,1,0,1
13,1,59,50103.36,6.223741222,11,1,0,23.44153546,127.481989,1997.134556,0,0,0,1
743,1,18,1193.19,12.00707872,13,0,0,4.594946825,132.466002,1196.617394,1,0,1,1
819,2,36,57322.77,16.89111923,10,1,0,8.085917091,192.440432,1088.288955,1,0,0,0
9045,1,55,7682.28,8.462349988,14,2,0,6.086525665,139.99789,840.1259162,0,1,0,1
15515,1,22,13337.97,10.99334684,15,1,1,3.295993837,217.472533,839.4587853,0,0,0,1
0,3,56,66945.1,11.91191765,15,1,0,2.354138635,139.934918,1011.509096,0,1,0,0
12162,1,89,38227.48,8.849510435,14,1,0,5.68109955,139.981577,738.9464573,1,0,1,0
1594,1,82,60150.88,8.637279441,11,0,1,16.96762986,149.977753,1567.544174,0,1,0,1
196,7,35,49128.48,13.3037367,10,2,0,4.544027018,147.442069,874.5485738,1,1,0,0
1741,0,20,23702.37,12.77224032,12,0,0,10.3444125,149.937833,1690.990907,1,1,0,0
1085,1,39,25368.71,8.6548926,14,0,0,4.672608309,129.959755,1093.673208,1,0,0,0
529,2,65,1593.76,10.617244,13,1,0,11.44470291,137.483594,1598.603464,0,1,0,0
46286,3,28,24984.75,9.103936329,20,2,1,16.78883402,204.963371,1982.607316,1,0,0,0
725,1,86,29315.24,7.420757697,10,3,0,10.27733324,270.160419,1998.877156,1,1,0,1
6292,5,27,13262.8,9.694498267,17,1,0,15.98515564,169.937833,1870.659833,0,1,0,0
208,0,65,20617.44,9.460602685,13,0,2,3.19677148,262.610632,831.5573687,1,0,1,0
2564,5,61,44278.91,7.093445651,16,1,0,2.256763731,152.47417,1043.284658,1,1,0,1
732,4,39,96112.52,11.02362934,12,2,0,1.915736733,119.989722,587.0970427,1,0,0,1
1268,0,55,23194.97,13.28231537,17,3,0,14.02688588,245.146969,2207.767111,1,1,0,1
2274,8,86,37302.74,9.898908462,8,0,1,20.96098587,214.966286,2252.093831,0,0,0,0
1234,0,35,23781.26,6.476262682,16,0,1,16.48377098,127.442069,1968.581014,0,0,0,0
1431,0,23,77548.98,11.47612243,7,0,0,7.989151046,137.461553,992.3896521,1,0,0,0
678,0,75,63986.3,3.242890295,12,1,0,5.682395213,124.964303,383.5428131,0,0,1,1
20,1,24,99754.87,6.093961352,16,1,0,10.99225739,129.994975,1297.575754,1,0,0,1
5288,0,34,49399.04,6.536106461,9,1,1,1.550200335,162.471255,507.3968121,0,1,0,1
33,4,50,29216.14,9.047716037,9,0,1,7.840871292,182.476229,1173.415489,1,1,0,1
2712,4,46,65864.17,12.2946551,13,2,0,7.349883172,127.511223,885.546457,0,0,1,1
3334,1,46,25126.23,14.66578819,14,0,0,5.414586898,187.513939,1009.567691,0,0,0,1
193,0,24,39373.92,4.817687941,6,2,0,9.605264775,160.00128,1100.161591,0,0,0,0
4912,4,32,52197.12,9.624162233,13,1,0,4.843533662,182.490006,985.3722849,1,0,0,0
1611,1,57,47514.11,8.89730623,14,0,1,13.24581884,112.455141,1171.036365,0,1,0,0
24580,3,50,12599.71,13.35764807,13,0,0,3.330819942,137.439154,556.6697772,1,0,0,0
952,0,49,44739.96,10.20266008,15,0,1,1.84918194,147.478341,297.5330656,0,0,0,0
7380,2,69,53103.72,7.406220732,14,1,1,9.07813252,124.993537,814.974232,0,0,0,1
3006,3,77,75066.56,11.23380581,16,0,0,6.585140105,120.003499,942.2015895,0,1,0,0
31607,3,26,61773.61,3.93506187,12,1,0,10.11687657,139.934918,1698.876321,0,0,0,0
5098,3,30,53853.79,10.06689273,8,0,1,2.181372893,242.628057,1015.71304,1,1,1,0
708,1,78,27235.84,6.681633242,13,1,0,14.26615817,127.473844,1696.133718,1,0,1,0
253,1,73,11644.24,12.51404385,15,3,0,19.08438023,162.498151,1825.848805,1,0,1,1
8660,0,39,33945.2,6.608008759,13,0,0,6.203299256,134.950905,633.9224183,0,0,0,0
13680,0,39,13724.61,12.08833226,13,1,0,3.354127023,127.481989,468.2897271,0,1,0,1
1263,8,37,17255.25,9.307477533,7,0,0,3.724597242,159.979358,1336.534659,0,1,0,0
2688,0,34,71603.66,13.82562816,14,0,1,8.831489129,152.502178,1185.69317,0,0,0,0
5342,4,27,34035.83,15.75142268,10,2,0,3.507044017,129.948316,1142.173902,0,1,0,1
170,0,24,14048.99,6.773212666,9,1,0,6.390769574,207.609354,1061.749813,1,0,1,0
15074,0,58,97057.93,11.34414273,13,0,1,4.002381804,114.983787,391.7847619,0,0,0,1
10695,1,75,19696.86,8.052655017,5,1,0,2.698284625,222.649979,783.1189106,1,0,0,0
13055,0,57,19254.52,15.09579419,17,0,0,2.934758008,152.466002,535.493169,1,1,0,1
22028,8,78,38294.87,10.89994219,12,1,1,1.262037303,227.475448,668.5567922,1,0,0,1
319,7,74,46946.24,7.531513534,14,0,0,17.5841798,154.961766,2356.021599,0,0,0,1
5803,3,51,90956.64,2.737931836,13,0,0,13.23888382,162.500489,1526.656486,0,0,0,1
1503,0,84,21808.87,10.46391733,14,1,0,2.38395716,222.628057,1176.40624,1,1,0,0
2348,4,60,89037.69,5.771579921,7,1,0,10.404813,222.649979,1556.108789,1,0,0,0
5292,0,20,108847.93,6.178384722,13,1,1,16.37167434,190.173699,2053.027319,0,0,0,0
8538,4,71,22183.52,15.26331077,15,2,1,12.42216588,149.984492,1488.81735,1,1,0,0
9064,2,56,42197.88,8.849884542,13,1,0,3.797689495,200.132293,1304.571599,1,0,0,0
6447,1,35,14953.78,13.83450553,9,0,0,3.784962992,200.132293,1341.595521,1,0,1,0
1562,0,33,8888.06,10.35503587,15,1,0,7.154371452,217.483972,1123.503268,1,0,0,0
1319,0,88,21816.78,8.974055518,11,0,0,20.13119126,129.962093,2214.953933,1,0,0,0
6436,3,75,12622.46,9.291799333,13,1,0,7.822562679,92.5018,732.0802458,0,0,0,0
5062,0,89,21812.08,11.23258518,9,1,1,14.38025496,182.45383,1365.14372,0,1,1,1
921,1,76,70607.91,9.046129393,18,3,0,7.517405581,230.105118,1108.349605,0,0,0,0
79,1,69,55322.08,16.23771062,10,1,0,11.44196811,124.97808,986.7489919,0,0,0,0
167,1,88,16307.08,15.54568189,13,1,1,7.413563684,182.443347,1248.345698,1,0,0,0
9930,3,64,48413.98,13.47305526,14,0,0,11.32483244,149.937833,1637.132389,0,0,0,0
995,3,65,62616.43,12.75213898,8,1,0,4.279464865,137.468388,704.224884,1,1,0,0
130,1,69,30040.32,10.88292652,10,0,1,12.47525704,139.983006,1665.50808,0,1,0,1
3734,4,81,24859.24,10.31760367,11,0,0,2.744401393,104.962874,484.8207127,0,1,0,0
3480,1,79,69154.47,8.688254477,13,2,0,7.608938235,167.484705,1422.716519,0,0,0,1
25077,4,64,77152.84,12.42061751,11,2,1,14.60426293,144.960655,1341.412763,0,0,0,0
3956,0,58,38871.97,18.28180588,10,0,1,29.68889421,149.97755,2674.084451,0,0,0,1
182,1,77,11290.67,13.48138957,11,0,1,5.497366828,187.46728,1243.061143,1,0,0,1
21013,2,19,24897.26,9.523802161,11,1,0,4.955415304,232.641455,1111.571623,1,0,0,1
636,0,60,9966.89,13.78001485,11,0,0,13.31283015,214.966286,1546.673637,1,1,0,0
733,2,30,42991.1,10.11260574,16,1,0,2.656111103,204.963371,834.3144319,0,1,0,0
1169,4,71,39432.05,7.102593738,11,2,0,18.02281027,169.992756,1688.039806,0,0,0,1
520,1,31,25576.73,5.087255805,15,1,0,11.71980152,245.131966,1726.803854,1,1,0,1
7842,7,74,48623.32,6.261594795,5,2,1,6.22226629,114.972827,717.4300821,0,0,0,0
18875,2,64,19887.32,5.659084819,17,2,0,16.24273454,160.00128,1656.731409,0,1,0,0
14433,2,47,30342.56,12.2679124,14,0,0,17.64373477,112.455141,1594.963149,0,1,0,0
759,1,76,61714.39,2.746480274,15,2,2,23.42878979,79.978861,1943.112927,0,1,0,0
380,1,74,44165.21,7.143133915,13,1,0,6.7464384,92.455141,913.9626257,0,0,1,0
898,2,54,33735.54,6.373342678,10,0,2,11.70414173,144.960655,1157.286118,0,1,0,0
2370,1,22,46078.58,10.23339712,16,1,0,4.909764597,152.462354,1323.979879,0,1,0,0
3171,0,67,34412.53,12.45079876,12,1,0,17.4880629,149.992756,2029.97992,0,1,0,1
105,5,18,72563.64,9.492638901,15,0,1,7.080759052,240.114868,1363.832113,1,0,0,0
1704,0,85,93561.74,7.94076683,12,1,0,9.808669685,182.446995,942.5247889,1,0,1,1
5981,0,71,5902.12,8.501483623,10,2,0,5.68349814,232.62403,1386.523823,1,1,0,1
231,1,70,22139.63,9.396558793,12,1,0,11.55805828,232.670689,1526.533644,1,0,0,1
14630,3,29,21394.21,9.477521787,13,0,0,2.101748234,132.466002,1064.888301,0,1,0,1
302,0,58,9336.88,9.171665689,12,0,0,6.910330858,229.993134,1025.864383,0,0,0,1
6932,3,19,15694.8,7.423334085,16,1,0,15.54691331,147.460067,1561.767949,0,0,0,1
3956,1,54,5984.94,16.72529341,8,1,0,7.175063445,117.439154,1257.52308,1,1,1,0
188,2,68,37911.51,9.203214554,12,1,1,1.19808324,114.972827,253.7938252,0,1,0,0
3208,4,40,52766.63,12.04554874,13,2,0,2.689103558,162.467607,1138.251038,1,0,0,0
193,1,78,19826.08,7.61600943,13,0,0,4.089399488,139.981577,644.5909961,1,0,0,0
345,2,67,41397.45,17.94420077,12,0,1,2.314052799,192.470522,507.8003206,1,0,1,0
2800,0,18,18426.49,14.39528085,10,1,1,2.170567319,112.455141,278.350323,0,0,1,0
8381,0,58,47034.88,8.929622575,13,1,0,12.94334524,149.944668,1711.161405,0,0,0,0
8774,2,33,33691.63,12.03362399,17,1,0,9.117084502,172.457857,1234.871994,0,0,1,0
47493,3,57,39683.73,11.90156254,13,0,0,7.843263617,192.440432,1069.400199,1,0,0,0
1227,0,61,121849.0,9.184449781,17,0,0,17.0219219,240.114868,1930.538667,0,1,0,0
2382,1,79,10457.26,11.41399094,11,1,0,15.6930298,204.979684,1538.239707,0,0,0,1
5492,1,72,7524.77,9.74065027,17,3,0,10.54165852,200.132293,1773.915003,1,0,0,0
3224,3,58,44086.35,7.943538816,8,1,0,14.92730216,222.665436,1940.626426,1,1,1,1
1104,3,44,28776.49,8.745070841,7,0,0,11.48699577,174.976769,1819.555319,0,0,0,1
1331,1,45,42065.56,10.63592827,14,0,0,4.071312509,192.470522,693.1317301,1,0,0,0
2112,0,58,23624.95,11.62131427,5,0,0,3.866527859,210.105118,1297.983536,1,1,0,0
1491,0,22,29803.77,2.533696725,15,1,0,2.067992783,119.95684,988.3956919,0,1,0,0
64,3,86,33394.07,10.80481174,10,3,0,8.447638937,197.48762,1162.715411,0,1,0,1
27226,1,45,27294.82,8.111219363,14,2,0,5.156329151,112.455141,465.2586783,0,0,0,0
2912,3,70,16232.47,10.09976546,10,0,1,3.569000983,184.985293,742.9131016,0,0,1,0
958,1,61,11087.89,11.92666547,8,0,0,1.897261446,227.475448,560.8498056,0,0,0,1
149,4,71,22173.37,8.049521055,11,1,0,11.71308191,160.00128,1324.200333,0,1,0,0
357,1,38,28822.56,6.572112158,11,0,1,1.992846597,137.469817,718.7685676,1,0,0,1
22840,1,35,20827.61,13.75238289,11,0,1,2.701548767,230.105118,895.2266874,1,1,0,0
396,0,74,17982.42,7.637367057,9,1,0,1.665089598,129.976324,418.3354904,1,0,0,0
11734,0,24,70493.36,6.658362671,18,1,0,16.68190528,175.02109,1926.295645,1,1,0,1
18304,2,72,17236.27,3.849382458,16,2,1,1.934171569,194.958118,580.4609705,0,0,0,0
18978,0,30,51266.47,8.913392702,11,1,0,12.77495667,207.609354,1612.238384,1,1,0,0
87,0,40,7086.19,11.91525643,13,2,1,10.61383322,179.965581,1068.30748,1,0,1,1
11910,2,56,24260.11,10.1263974,9,1,0,5.836790126,147.456419,1177.455135,0,1,1,0
30689,0,28,26169.39,9.799122634,11,1,0,2.965166415,139.95684,628.7420412,0,1,0,0
42582,4,44,36637.4,18.0799042,19,1,0,1.45460211,192.440432,619.3340158,1,0,1,0
3231,0,46,59689.49,11.24745547,11,1,0,12.63923748,137.469817,1534.097093,0,0,1,1
1851,2,47,28528.32,11.15167976,7,1,0,8.460086502,240.114868,1289.416735,1,0,1,0
877,1,19,14075.36,10.29101591,18,1,1,10.12123118,162.482694,1359.631961,1,1,0,0
696,0,28,57821.02,9.20355866,15,2,0,8.915680176,139.95684,1116.314298,0,1,0,0
9049,1,49,49781.85,10.58941533,13,1,0,8.249941923,112.484375,859.8649518,0,1,0,0
8875,0,63,65095.99,15.40380196,16,0,0,9.267785326,157.469817,788.6164497,0,0,0,1
1426,3,44,87367.88,6.172326327,17,0,0,9.300517617,257.651257,2113.787891,1,1,0,0
40770,3,70,8253.96,8.983435185,11,0,0,2.427380647,142.499263,718.4643309,1,1,0,0
12096,1,48,26404.76,11.41922534,8,0,0,23.27091932,152.455519,2764.347068,0,1,0,0
396,1,36,73656.97,3.19378035,13,1,0,2.916144419,162.460772,1145.807042,0,1,0,0
25537,1,70,36461.2,13.03421755,11,3,1,8.245809832,149.944668,1317.69652,0,0,0,0
45487,1,75,49518.71,9.622553575,15,2,1,11.45756486,127.478341,1526.143641,0,1,0,0
113,1,56,40189.23,10.90971891,13,1,0,3.943033602,187.656013,919.2556886,1,1,1,0
779,4,34,10934.28,7.493478513,14,0,0,8.926271021,159.964152,1264.332813,1,0,0,0
14606,4,45,16073.46,10.07234257,9,0,1,8.699764172,157.483594,1087.336893,1,1,0,0
1541,3,30,21317.81,5.980381113,15,0,0,7.897660605,137.439154,996.4395858,0,0,0,0
28727,4,44,14007.48,10.31682421,14,0,0,9.098041235,172.44408,1177.993259,0,0,0,1
1907,0,34,52634.87,6.842059381,10,1,0,3.098560266,182.460772,723.0321035,0,1,1,0
2276,2,20,18384.77,14.03130715,10,0,0,5.784022533,112.455141,629.4411174,0,0,0,0
222,0,28,57881.2,8.051881131,16,1,2,2.722761372,114.983787,389.1228621,0,0,1,1
83,8,35,47737.22,9.963528605,12,0,0,16.8649602,162.460772,2425.22825,0,0,0,0
2920,2,80,23041.14,8.911535445,13,0,0,2.355538593,200.146524,778.2707384,1,0,0,0
32351,0,83,79304.79,10.22159613,13,3,0,11.53737155,242.643514,1507.329753,1,1,0,1
15560,0,43,9088.08,6.335681954,14,1,0,1.760409672,242.657291,871.1409059,1,0,0,0
727,4,69,23424.87,9.170276294,12,0,0,17.78302494,175.133074,1970.80666,1,0,0,0
886,8,32,57380.34,9.231958141,14,1,1,12.68609343,162.45383,2025.927893,1,0,0,1
16243,3,75,80269.13,12.3404636,12,0,0,18.55974516,174.988208,2332.190421,1,0,0,0
22202,5,46,13862.09,12.55644716,8,1,0,5.970269701,169.944668,966.6292325,0,1,0,0
33103,5,23,23946.97,11.43130499,11,0,0,7.208423897,217.470195,1233.819233,1,0,0,1
9611,4,67,14236.42,3.258152314,11,0,0,2.593102097,124.993537,351.7314539,0,0,0,1
1319,0,75,79322.08,8.127926454,10,0,0,5.105265612,184.993915,819.3644961,1,1,1,1
799,2,56,55160.57,12.6218555,12,1,1,5.110208414,172.462354,760.1061976,0,0,0,0
4088,3,60,19676.77,2.737192144,11,0,0,2.840343779,242.657291,1043.299446,1,1,0,0
87,1,63,37639.9,10.93132736,10,0,0,8.344516765,112.455141,667.4764252,0,0,1,0
309,1,87,8543.01,14.08561195,11,0,0,11.07800251,194.988208,1204.745285,1,0,0,0
1839,2,67,80127.15,7.583881177,16,0,0,16.52190477,152.466002,1630.52375,0,0,0,1
1673,4,66,30976.34,3.500092565,11,1,0,1.738486682,182.465269,515.5449981,1,0,0,0
4435,3,75,45412.84,11.07379392,14,2,0,8.659495781,172.457857,1090.460081,0,0,0,0
1026,4,88,42526.92,10.6510171,18,0,1,13.99605863,139.979239,1465.984907,1,0,0,0
1531,4,64,9041.08,8.877390965,5,1,2,6.605815722,194.976769,1018.373473,0,1,0,1
15786,1,87,46714.82,10.64177468,9,1,2,5.78844751,117.468591,962.0380085,0,0,0,0
29143,1,55,9703.25,6.863563999,12,2,0,3.195246168,144.960655,426.0222677,0,1,1,0
15156,1,49,21409.33,10.89909265,11,1,0,14.87053577,137.469817,1737.873621,0,0,0,1
34945,3,51,34722.76,9.013658897,12,0,1,7.521160625,182.460772,1039.74162,1,0,0,0
110,7,45,24686.12,7.163430764,14,1,0,3.845852341,197.472533,1454.360571,1,1,0,1
15529,3,75,4813.52,10.50347629,16,1,1,2.731606393,157.469817,306.0664281,0,0,0,1
3759,0,83,30334.52,14.89095018,16,1,0,3.954689282,162.493654,636.8514545,1,1,0,1
13568,4,43,15660.93,5.34790696,15,1,0,13.77689046,179.965581,1440.784345,0,0,0,1
6709,1,82,47169.83,10.33803214,6,1,0,3.700907475,222.628057,1274.602374,1,0,1,0
1352,1,48,73601.3,10.43623772,12,0,1,5.638280421,149.99153,749.2520943,0,0,0,0
6900,3,72,15728.61,7.738684002,7,1,0,10.87372395,139.965008,1647.38223,0,1,0,0
1170,2,79,20802.1,10.84469394,11,0,0,11.21152941,262.610632,1503.937766,1,0,0,0
24494,0,23,61106.43,9.39206185,14,3,1,4.448210386,104.962874,691.4493988,0,1,0,0
0,2,49,65891.79,5.259228749,10,1,0,4.753020774,245.128318,1608.852045,1,1,0,0
4595,1,45,59532.0,12.54222267,12,0,0,21.20445421,212.622804,2867.22601,1,1,0,0
21833,2,38,30756.94,5.149963811,13,0,0,9.217596711,184.978458,1265.78479,0,0,1,0
208,0,42,18470.04,6.683151371,15,3,1,21.04742054,202.443347,2154.298838,0,1,0,0
335,1,66,23711.3,17.11399723,12,2,0,5.136076177,255.119794,1435.783347,1,0,0,1
861,3,51,16425.42,5.55213244,12,0,0,11.80801038,152.510442,1784.584135,0,1,1,1
1817,2,75,25044.85,9.368606843,14,0,1,1.548600048,242.628057,785.5416603,1,1,0,0
1098,3,35,46120.62,11.33498823,12,1,1,3.508552886,220.132293,1014.075999,1,1,0,0
2596,2,47,80667.11,8.78020639,12,1,1,11.30820237,160.01224,1331.25339,0,1,0,1
15722,3,39,14970.89,14.75151191,12,0,0,18.36209103,149.974105,2283.190011,0,0,0,0
2521,1,58,13157.91,10.58651971,15,0,1,11.71117991,162.493654,1385.152156,1,1,0,1
102,5,71,82960.42,9.885701354,5,0,1,4.589210527,95.005709,618.4967851,0,1,1,1
5527,4,24,118120.16,12.61644158,14,0,0,11.58448327,197.470195,2054.101088,0,1,1,1
2041,2,43,3949.33,13.98169147,12,0,0,5.810822315,82.496547,631.4316327,0,0,1,0
23117,1,41,20881.22,6.312280543,12,0,1,7.00096668,172.462354,933.4257317,0,0,0,0
1295,2,29,9514.35,6.977990294,12,0,0,4.882004458,127.474951,772.3133729,0,1,0,1
681,0,77,26268.58,9.903990927,12,0,1,12.27728241,167.484705,1828.057047,0,1,0,1
1152,2,52,21000.61,8.901128259,16,1,0,8.284579203,184.971516,1123.759368,1,1,0,1
38443,1,82,45664.79,11.53924648,14,1,0,1.609325308,172.455519,464.4748418,1,1,1,0
5100,1,42,27380.15,12.84779981,12,2,1,25.55038197,200.165175,2692.885423,1,0,0,1
1612,0,67,78177.94,12.15570061,11,1,0,16.72537387,184.963371,2217.734847,0,1,0,0
2246,1,28,79775.67,8.730183974,16,3,0,6.955766017,127.460067,1262.531104,1,1,0,1
468,1,40,100437.39,13.47526316,9,2,0,20.31446952,137.439154,1919.490397,0,0,0,0
13970,1,75,9267.97,13.55747919,8,0,0,12.17994263,232.637807,1970.26742,0,0,0,0
591,4,72,47502.66,11.73060772,12,0,1,3.453443904,202.636202,1279.856552,1,0,0,1
1402,1,73,94903.08,9.927146707,15,1,0,14.52416667,157.469817,1299.5973,0,1,0,1
35457,2,59,83382.41,15.04128691,14,2,0,5.070551439,182.460772,781.9302227,0,0,0,0
570,3,73,11464.33,9.142773531,17,1,0,12.30462572,215.159141,2056.185889,1,0,1,1
2564,2,41,52050.69,11.79444395,16,1,0,10.01241216,275.133571,1615.418802,1,0,0,0
8208,4,88,29720.95,14.03281402,11,0,0,4.261408572,142.499263,840.5098283,0,1,0,0
1012,0,35,30106.96,8.653938933,7,0,0,19.28013343,204.963371,2118.488416,0,1,0,0
217,0,18,61967.75,12.35416052,10,0,0,9.958831629,214.952509,1328.734281,0,1,0,1
825,1,63,18571.0,8.044259405,11,2,1,4.300271811,204.963371,782.9998382,0,0,0,0
734,8,82,51397.01,9.306477855,14,2,1,5.045543619,220.114868,1540.140383,1,1,0,0
10052,3,66,117333.44,12.02079888,13,1,0,7.182441329,169.992756,785.4118808,1,0,1,1
24529,1,86,11999.43,8.301200914,17,0,0,11.07083425,172.503404,1136.55652,0,0,0,1
540,2,20,30088.13,11.71398312,11,0,1,4.509329959,192.440432,933.8036457,1,1,0,0
30576,1,76,34415.0,10.9085806,9,1,0,2.162477942,210.138,673.9015902,1,0,0,1
2270,2,29,82080.92,10.04784815,13,2,0,14.5222363,200.132293,2271.84102,1,0,0,0
3192,1,23,102905.68,8.034185681,15,0,1,1.424712099,124.97808,316.7739538,0,0,0,0
14534,2,55,16337.64,2.292587755,19,0,0,1.849371568,184.961033,1088.89675,1,1,0,0
22925,2,57,6959.92,13.03933816,14,0,1,6.526670837,112.484375,640.9334119,0,0,0,0
2337,0,30,106581.92,9.999338434,11,1,1,18.29218438,162.471255,1845.259523,0,0,0,1
481,1,56,35504.27,9.588349767,12,1,0,11.06628519,114.950905,1420.927135,0,0,0,0
2145,4,83,1277.42,9.96958238,15,0,0,11.82576277,152.488401,1312.700259,0,0,0,1
11239,0,39,15045.78,7.560275883,14,1,1,12.23362353,230.105118,1632.365102,1,1,0,0
494,4,52,78085.72,7.372127002,13,0,0,2.552193205,127.473844,913.9152886,1,0,0,0
19522,0,35,44287.84,9.032429129,13,3,2,21.87100089,194.958118,2273.781965,0,0,0,0
27726,1,54,44057.85,6.666141762,13,1,0,6.5443199,242.628057,1185.892988,0,0,0,0
1665,2,49,25048.77,12.2507651,13,0,0,14.98166868,242.61428,1890.640168,1,1,0,1
26659,0,87,56537.88,11.51744058,11,2,1,13.79138076,127.442069,1659.769248,1,1,0,0
20,0,20,21058.64,12.92843595,11,0,0,8.734707597,147.503078,1143.017435,0,1,0,0
608,5,88,63304.25,12.35525457,12,1,0,5.260793737,149.991327,855.939459,0,1,1,0
4326,1,38,37130.15,11.54247891,9,2,0,3.810228199,130.006414,780.2278932,0,1,0,0
275,3,34,20283.95,14.4845473,10,1,2,4.304076015,117.468591,1071.920592,0,0,1,0
16578,1,44,23703.95,6.159072244,10,1,0,3.060553536,152.495236,644.1045211,1,0,0,1
103,1,70,47658.67,13.03330701,16,0,0,6.549842666,194.988208,971.7404705,1,1,1,0
1771,1,49,49750.1,13.78711309,14,2,0,9.373705128,147.442069,1039.67302,0,1,0,0
3662,3,41,33458.05,10.38784781,8,1,2,1.019306038,162.468917,522.4564791,1,1,0,1
10818,0,54,20719.7,13.34762525,11,0,2,6.864219377,162.497044,1284.691556,0,0,0,0
6279,0,49,39225.15,9.296558028,14,2,0,6.525380768,179.965581,703.8007764,0,0,0,1
3102,1,35,13870.96,8.792014962,12,1,0,12.95969924,245.145743,1896.10656,1,1,0,0
3752,8,34,21101.14,8.190421561,14,0,1,12.18544178,232.652038,1991.187997,1,0,0,0
1426,2,43,49065.88,5.271292905,8,1,1,10.85865384,245.128318,2081.752385,1,0,0,0
13607,2,59,18081.88,7.033849177,9,2,1,15.34839938,277.651257,2115.879744,1,1,0,0
57,1,58,45101.92,3.423741645,9,2,1,7.355635728,142.500692,1357.285615,0,1,0,1
5964,3,75,30450.19,13.24531173,18,2,0,5.705926395,152.457857,1308.999159,1,1,0,0
10499,4,63,54750.08,9.892901128,13,0,1,6.70301496,267.664655,1319.229599,1,0,0,1
3634,0,57,24095.07,8.278493187,8,1,0,7.367492072,227.475448,991.3985734,1,0,0,1
46589,1,63,53817.02,13.34913229,10,1,0,1.030630574,147.442069,310.1585772,1,1,0,0
20760,0,42,20733.74,7.83125489,17,0,0,6.735271694,149.944668,1254.943448,1,0,0,0
39478,7,37,36790.23,10.45355154,7,0,0,7.506056361,220.132293,1411.150345,1,0,0,0
163,4,60,35949.37,5.80921457,13,0,0,20.51922799,139.983006,2446.475453,0,1,0,1
5943,4,38,73242.41,11.41757633,12,0,0,9.320973584,139.9678,1262.985557,1,1,0,1
2835,4,50,12802.32,7.819201487,10,1,0,7.387393996,140.00128,1365.994148,0,0,0,0
